[0, 0, -10, 135, 0, 0, 0, 143.0, -157.0, -61.0, -143.0, -25.0, 61.0, 157.0, 0]
[0, 0, 10, 135, 0, 0, 0, 143.0, -207.0, -61.0, -143.0, 25.0, 61.0, 157.0, 0]
[0, -5, 10, 135, 0, 0, 0, 143.0, -213.0, -58.0, -143.0, 31.0, 58.0, 157.0, 0]
[0, -10, -10, 135, 0, 0, 0, 143.0, -168.0, -64.0, -143.0, -14.0, 64.0, 157.0, 0]
[0, -15, -35, 135, 0, 0, 0, 119.0, -117.0, -80.0, -119.0, -65.0, 80.0, 157.0, 0]
[0, -15, -10, 135, 0, 0, 0, 143.0, -173.0, -65.0, -143.0, -9.0, 65.0, 157.0, 0]
[0, -15, 10, 135, 0, 0, 0, 143.0, -222.0, -52.0, -143.0, 40.0, 52.0, 157.0, 0]
[0, -15, 35, 135, 0, 0, 0, 119.0, -278.0, -37.0, -119.0, 96.0, 37.0, 157.0, 0]
[0, -20, 35, 135, 0, 0, 0, 119.0, -281.0, -29.0, -119.0, 99.0, 29.0, 157.0, 0]
[0, -25, -35, 135, 0, 0, 0, 119.0, -132.0, -90.0, -119.0, -50.0, 90.0, 157.0, 0]
[0, -25, 10, 135, 0, 0, 0, 143.0, -231.0, -44.0, -143.0, 49.0, 44.0, 157.0, 0]
[0, -25, 35, 135, 0, 0, 0, 119.0, -283.0, -20.0, -119.0, 101.0, 20.0, 157.0, 0]
[0, -30, -35, 135, 0, 0, 0, 119.0, -140.0, -94.0, -119.0, -42.0, 94.0, 157.0, 0]
[0, -30, -10, 135, 0, 0, 0, 143.0, -191.0, -65.0, -143.0, 9.0, 65.0, 157.0, 0]
[0, -30, 10, 135, 0, 0, 0, 143.0, -234.0, -40.0, -143.0, 52.0, 40.0, 157.0, 0]
[0, -30, 30, 135, 0, 0, 0, 126.0, -275.0, -16.0, -126.0, 93.0, 16.0, 157.0, 0]
[0, -35, -10, 135, 0, 0, 0, 143.0, -196.0, -64.0, -143.0, 14.0, 64.0, 157.0, 0]
