[20, -43, 13, 131, -68, -30, -28, 0.05401714125726907, 83.6823670908605, 101.35243559253664, 0.2390519439406662]
[4, -4, 37, 129, -31, -28, 40, 0.17265863076786767, 92.81032166093286, 114.69536875785877, 0.3801643211866593]
[61, -13, 40, 118, -58, 1, 20, 0.11303067654155505, 124.69573412464017, 174.55452844577488, 0.41228093911197006]
[47, -43, 43, 74, -36, -28, 38, 0.07722772762999386, 105.10743435528768, 249.2238530808519, 0.4315590150661335]
[46, -39, 12, 132, -43, -11, -4, 0.1818457305653702, 93.7183360629536, 157.56108802086123, 0.433125154649185]
[49, -33, -4, 126, -55, -26, -33, 0.27398646343125715, 89.42385421767943, 125.01506344351748, 0.4884253810924541]
[81, -2, 24, 81, -72, -22, 24, 0.1561520212505475, 198.6942798128505, 188.9644029547949, 0.5438107040181929]
[63, -66, 35, 102, -27, 7, 14, 0.07289300529227163, 181.52406970092093, 312.8344124387541, 0.5672514874319466]
[73, -58, 37, 133, -21, 31, -5, 0.10479657816767567, 179.25089118497598, 290.3023665855759, 0.5743498359382275]
[51, -60, 31, 95, -14, -25, 14, 0.1548611597607611, 154.94568969252083, 266.3486462098481, 0.5761554956631301]
[34, -35, 35, 130, -75, -45, -13, 0.3541042667114851, 60.944505240550924, 168.8520797072263, 0.5839008516592623]
[17, -39, 13, 129, -40, -32, 41, 0.4364393744089576, 72.47440620818266, 87.57027798308121, 0.5964840586002215]
[47, -44, 43, 69, -26, -48, 32, 0.2495257897214839, 107.56855178936736, 255.72157712278715, 0.6128159186336384]
[100, -76, -34, 81, -27, -27, -11, 0.10041743880174325, 227.95606149756372, 293.46313512761054, 0.6218366354269176]
[43, -56, 3, 101, -84, -33, -6, 0.3391300754740415, 135.94580885266558, 149.12674217486284, 0.62420262650157]
[100, -42, 11, 126, -57, 39, 5, 0.1127836288371439, 224.39307907910924, 298.2775023015086, 0.6354542102177618]
[40, -47, 31, 89, 2, -33, 21, 0.32298888319647173, 105.63057403819259, 210.62338545822954, 0.6392428426928939]
[89, -14, 14, 71, -56, -20, 33, 0.20300581027182138, 210.09483151537185, 229.83961674529192, 0.6429402585324852]
[105, -61, -31, 109, -53, -16, -30, 0.15148959822943872, 230.27355472967, 266.88651168989486, 0.6486496646490036]
[93, -54, -1, 133, -56, 19, -27, 0.16820575511530855, 209.85737341145682, 271.0383770620256, 0.649101505588791]
[47, -3, 33, 83, -35, -42, 15, 0.4615813927177293, 97.74509695084254, 93.13020347838199, 0.6524566931469538]
[111, -80, 2, 108, -15, 24, -7, 0.051590890304358115, 235.77079691749825, 372.71498575658956, 0.660076672978446]
[67, -77, -3, 107, -26, -34, 5, 0.20883509421859406, 208.48448144367424, 246.78968176985214, 0.6641092574321205]
