[24, -10, -23, 108, 20, -6, 28, 0.21011380778272495, 18.365089168942834, 88.4031702889042, 0.316882067240572]
[34, -14, -16, 127, 13, -41, 7, 0.21169014393700397, 45.44140484048382, 159.13586173633266, 0.41626741051382044]
[36, -13, 10, 104, 31, 18, 34, 0.16227667046754454, 48.486386001914546, 225.64093663574417, 0.4364039931052033]
[27, -26, 6, 121, 32, -27, 7, 0.23000374014557837, 75.57167119003904, 219.46645508615103, 0.5250418664217684]
[24, -3, 41, 113, 58, 26, -4, 0.2575913352826742, 8.05450768015506, 265.9043583582315, 0.5315502013210607]
[17, -24, -42, 133, 30, -45, 15, 0.3729159760443276, 73.49668602485696, 102.7921855980898, 0.5492048476672743]
[0, -25, -13, 112, 29, -5, 32, 0.29419690424442124, 111.1646246995649, 148.45016033936938, 0.5538116892833556]
[67, -16, -10, 71, 35, 8, 28, 0.1339533545752638, 150.1464635417186, 271.79215644019246, 0.5558919745571749]
[42, -13, 6, 112, 15, 1, -18, 0.26748509792847625, 66.68719645671158, 226.87991128956946, 0.5610522056747573]
[49, -19, -19, 123, 7, -36, -29, 0.27369206428260745, 97.35663087807143, 190.63365389570092, 0.5616823490563798]
[26, -4, 2, 123, 50, 8, 36, 0.40519013193237347, 5.088962187208937, 170.81852979728595, 0.5810976239168684]
[47, -27, -30, 131, 52, -36, 15, 0.3081297913152573, 108.26939717761238, 169.20138476496462, 0.5856005732578343]
[68, -46, -29, 92, 62, -10, 41, 0.12065574955930723, 191.76673040177087, 284.85622635144034, 0.5972787063125184]
[33, -19, -25, 71, 37, -18, 33, 0.3689123218597118, 57.57683656477972, 173.64283252243257, 0.600131990946924]
[48, -26, 28, 80, 45, 43, 21, 0.15223620217814937, 108.32788064440955, 344.4282818959671, 0.604992364718526]
[47, -64, -23, 92, 72, -3, 41, 0.09940187806023269, 209.93260746865758, 305.8488401988574, 0.6151833257277477]
[15, -15, -27, 125, 16, 17, 1, 0.4760038136467155, 50.422369373753305, 94.3286606308518, 0.6207548436513206]
[37, -15, 31, 108, 38, -4, 0, 0.2814323575895377, 55.57860113015149, 287.2462602058783, 0.6242572189255675]
[66, -20, -1, 43, 29, 19, 35, 0.1829669186499999, 149.96355248980703, 308.98972838712416, 0.641920199526931]
[28, -23, 31, 124, 71, -5, 2, 0.29550289269699104, 65.43163780312845, 282.25550793955443, 0.6431900384396739]
[29, -49, -39, 128, 6, -16, 22, 0.3555887726837119, 155.1507060879119, 136.49801506157354, 0.6472374938331974]
[30, -46, -7, 111, 55, -44, 35, 0.2704635477144631, 145.40994701903986, 233.0113357800756, 0.6488848305135786]
[32, -12, -34, 107, 53, -41, 12, 0.5454551243951209, 35.427923728589704, 74.19543851411126, 0.6550784866378219]
[75, -20, -20, 87, 43, -33, 24, 0.209537438187315, 177.26956287148676, 276.8095084838854, 0.6636165095426871]
[0, -6, -12, 128, 40, 30, 17, 0.4836212763235621, 89.04757350719467, 115.73543893282469, 0.6884042887635815]
[42, -8, 16, 91, 9, 4, -11, 0.3934174076624641, 61.58812890557913, 242.3665270177718, 0.697372063585815]
[75, -6, -43, 90, -1, -4, 8, 0.33333222760302594, 173.7684908018047, 198.69251674008603, 0.7057932351449167]
[52, -34, -40, 134, 46, -23, -6, 0.40777586898437646, 135.53579436679559, 163.48195318410833, 0.7067936165352804]
[24, -13, -45, 133, 47, -6, 33, 0.5738862668464126, 29.027419093838475, 107.49374353204475, 0.7104074294722958]
[55, -9, -21, 103, 42, 13, 36, 0.4302426306103506, 107.00508777506509, 185.0192245876378, 0.7222669429730535]
[38, -29, 10, 106, 74, -8, 19, 0.3586664860090874, 96.32098920118442, 267.7437622980655, 0.7227312375083373]
[26, -10, -24, 116, 69, -46, 27, 0.6105070537190872, 18.365089168942852, 98.12738992663238, 0.7269995328146625]
[43, -6, -37, 93, 41, 26, 28, 0.5740556509256776, 64.40843682030429, 88.62676374255769, 0.7270908514885396]
[61, -65, -21, 122, 87, -17, 28, 0.22711394117019204, 222.48509117789794, 279.00101812053475, 0.7286000504686247]
[21, -16, 21, 132, 70, 38, 17, 0.45270497691803013, 42.02210694520076, 233.97404100879453, 0.7287011248720254]
[28, -22, 4, 101, 74, 29, 14, 0.45809391378905995, 61.923205642253684, 218.5034489831124, 0.738520568414426]
[92, -3, -2, 66, 17, -7, -6, 0.17494282392842395, 227.47412169037358, 340.98841770143173, 0.7434053633202293]
[8, -2, 25, 125, 80, 36, 14, 0.4744078329880822, 61.86246407690341, 211.11503316768605, 0.7473853302326717]
[48, -46, 30, 116, 71, 5, -33, 0.22682016572013788, 160.03476950674082, 360.7720442814499, 0.7476269795083286]
[45, -22, 30, 126, 43, -30, -23, 0.3561203953447235, 92.07144478965431, 302.1473709281816, 0.7503392110625595]
[13, -8, -10, 126, 50, -45, 10, 0.5798358646973397, 44.2197971220792, 127.26488680418672, 0.7513205486236056]
[14, -10, -38, 127, -13, 41, 19, 0.6284548339377987, 43.14826481655081, 82.1018666517248, 0.7537049654060742]
[62, -45, 9, 125, 19, -26, -22, 0.25025630277145405, 179.0248842877149, 324.7457339173301, 0.754026920976499]
