[0, -33, 7, 51, 88, -1, 12, 0.0725796950270715, 88.59926628770786, 29.70903974298944, 0.19088800105776882]
[5, -8, 10, 45, 63, -9, 33, 0.09628928628788758, 19.194935290696375, 127.98632390500954, 0.2434705454835935]
[2, -12, 40, 109, 43, -16, -30, 0.1752375689157685, 29.179873636797485, 155.25519515040682, 0.3596726377029728]
[19, -15, 27, 37, 25, 4, 13, 0.26398444992071973, 36.37775553979447, 60.52413430580018, 0.36088633976631435]
[24, -30, 36, 36, 79, -8, 2, 0.24469716561728974, 85.46267365154897, 84.692389666706, 0.41485222893554474]
[16, -33, 13, 51, 44, -13, -4, 0.2843705831570744, 84.64972444568615, 76.79397508392574, 0.4458142826866863]
[26, -23, 32, 79, 53, -27, -39, 0.20801534427446566, 71.9776151580364, 177.97274901722346, 0.4579657084497255]
[6, -4, 30, 107, 81, -46, 5, 0.28836877253489146, 25.909296061819294, 153.33351482491028, 0.467611583421621]
[21, -25, 1, 77, 71, -22, 28, 0.24558064523801923, 65.60893863322455, 165.00049555816904, 0.4761900794294128]
[3, -8, 19, 14, 49, 28, 21, 0.25751907092126886, 25.92104333821724, 204.76633186540369, 0.48820644612488984]
[5, -25, 32, 95, 42, -10, -33, 0.287757293974104, 56.53014636149689, 147.81369682557656, 0.4921011371611774]
[10, -12, 24, 37, 28, -27, 25, 0.4011840697694878, 7.207843858598095, 87.493167722119, 0.49588508135020487]
[27, -50, 42, 44, 61, -16, -35, 0.129403168636998, 149.3712057808547, 228.32542901310535, 0.5070998034309581]
[5, -2, 20, 85, 27, 2, -11, 0.35497813356201546, 33.90267067594714, 119.17878671036954, 0.5080595909483322]
[63, -7, 42, 15, 31, -20, 29, 0.0937401278672106, 182.5121714857089, 246.56734455197505, 0.5228196439048945]
[24, -30, 29, 75, 71, -37, 16, 0.2597684543965237, 85.46267365154897, 179.21736761132274, 0.5244484956593954]
[2, -27, 28, 130, 44, -47, -27, 0.21388998711541976, 66.74437982472863, 244.4454303150274, 0.5250797972551757]
[19, -38, 25, 22, 33, 0, 18, 0.3342410932437069, 103.91146325204615, 93.2243568595899, 0.531376913355343]
[42, -19, 42, 26, -1, -15, 7, 0.29910424375275274, 114.52925857246994, 118.65529703984761, 0.5322887993650702]
[19, -7, -4, 81, 60, -16, 27, 0.3022644133795671, 33.81144486633401, 212.72738442099956, 0.5488032426669007]
